epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,599.376,1.15682,0.67136,1.04765,0.52964,0.3748,0.36521,0.20887,1.20809,0.72385,1.01127,0.000430792,0.000430792,0.000430792
54,610.14,1.17668,0.68071,1.04925,0.62368,0.32517,0.35793,0.20673,1.19595,0.71429,1.00188,0.0004167,0.0004167,0.0004167
55,620.896,1.15384,0.6634,1.04195,0.57277,0.35948,0.37121,0.21401,1.19946,0.70855,1.00796,0.000402651,0.000402651,0.000402651
56,632.015,1.17044,0.66403,1.04463,0.58989,0.34997,0.37455,0.21567,1.19111,0.70449,1.00718,0.000388657,0.000388657,0.000388657
57,642.864,1.16494,0.66923,1.03298,0.57587,0.37424,0.3671,0.21352,1.19383,0.70755,1.00595,0.000374732,0.000374732,0.000374732
58,653.664,1.14675,0.6602,1.02839,0.6024,0.35151,0.37407,0.21421,1.1945,0.70997,1.00753,0.00036089,0.00036089,0.00036089
59,664.419,1.15768,0.66133,1.0253,0.61389,0.37783,0.37469,0.21724,1.19254,0.70399,1.00094,0.000347146,0.000347146,0.000347146
60,675.427,1.15949,0.65148,1.03507,0.60017,0.32818,0.3554,0.20963,1.19957,0.70905,1.00543,0.000333512,0.000333512,0.000333512
61,686.437,1.15858,0.65146,1.02347,0.58054,0.33499,0.34919,0.20642,1.19895,0.71321,1.00636,0.000320001,0.000320001,0.000320001
62,697.386,1.14078,0.63775,1.02354,0.58373,0.35373,0.3581,0.20951,1.19945,0.71745,1.01104,0.000306628,0.000306628,0.000306628
63,708.151,1.15281,0.64899,1.03507,0.62594,0.337,0.36509,0.21881,1.20092,0.71699,1.01,0.000293406,0.000293406,0.000293406
64,718.988,1.12903,0.63108,1.01539,0.5791,0.36137,0.36003,0.21344,1.1984,0.70913,1.00676,0.000280346,0.000280346,0.000280346
65,729.889,1.15608,0.64844,1.02916,0.54304,0.38726,0.35577,0.21056,1.19686,0.70495,1.00552,0.000267463,0.000267463,0.000267463
66,740.654,1.11485,0.61746,1.01216,0.56839,0.35637,0.36465,0.21554,1.19673,0.70641,1.0041,0.00025477,0.00025477,0.00025477
67,751.442,1.1131,0.61825,1.0177,0.60741,0.37463,0.37172,0.2199,1.19182,0.69906,1.01017,0.000242278,0.000242278,0.000242278
68,762.3,1.1321,0.6239,1.01727,0.57417,0.40863,0.37165,0.21523,1.20252,0.70265,1.01003,0.000229999,0.000229999,0.000229999
69,773.273,1.12839,0.61578,1.00917,0.59391,0.36574,0.36368,0.21611,1.20099,0.70014,1.0079,0.000217947,0.000217947,0.000217947
70,784.025,1.11814,0.61586,1.01279,0.62246,0.35179,0.36824,0.21421,1.20423,0.70734,1.0096,0.000206133,0.000206133,0.000206133
71,794.855,1.0955,0.60052,1.00388,0.61325,0.36453,0.37087,0.21748,1.20345,0.70807,1.00951,0.000194568,0.000194568,0.000194568
72,805.651,1.09472,0.60307,1.0008,0.621,0.3435,0.36582,0.2145,1.20314,0.70209,1.01251,0.000183264,0.000183264,0.000183264
73,816.42,1.10655,0.60422,1.00985,0.60135,0.35604,0.37218,0.21943,1.20389,0.70233,1.01084,0.000172233,0.000172233,0.000172233
74,827.17,1.09287,0.59399,1.00399,0.64269,0.33949,0.37065,0.22047,1.20576,0.69381,1.01552,0.000161484,0.000161484,0.000161484
75,838.25,1.10089,0.59952,1.00555,0.63124,0.32728,0.35066,0.20834,1.20487,0.71232,1.00951,0.00015103,0.00015103,0.00015103
76,849.081,1.1024,0.60584,1.00595,0.61391,0.34543,0.35166,0.20845,1.20815,0.70733,1.01354,0.000140879,0.000140879,0.000140879
77,859.878,1.12559,0.61321,1.0114,0.59599,0.34252,0.35438,0.20808,1.20125,0.70649,1.01082,0.000131042,0.000131042,0.000131042
78,870.761,1.08452,0.5893,1.00272,0.60173,0.36592,0.36982,0.21735,1.20586,0.69945,1.01494,0.000121529,0.000121529,0.000121529
79,881.561,1.0899,0.58477,1.00355,0.63548,0.37325,0.36857,0.21438,1.20208,0.70276,1.01276,0.000112349,0.000112349,0.000112349
80,892.311,1.08098,0.59043,1.00244,0.59732,0.37051,0.36594,0.21724,1.20798,0.70369,1.01486,0.000103511,0.000103511,0.000103511
81,903.696,1.09477,0.58847,1.0075,0.6495,0.34901,0.3681,0.21846,1.20832,0.70357,1.01455,9.50238e-05,9.50238e-05,9.50238e-05
82,914.479,1.09486,0.58777,0.99621,0.62431,0.35985,0.3637,0.21207,1.20774,0.70565,1.01299,8.6896e-05,8.6896e-05,8.6896e-05
83,925.306,1.08738,0.58107,0.99777,0.61881,0.36052,0.371,0.21594,1.20545,0.70453,1.01286,7.91354e-05,7.91354e-05,7.91354e-05
84,936.071,1.05882,0.57006,0.98853,0.60252,0.36599,0.36964,0.21776,1.20845,0.70613,1.01595,7.17498e-05,7.17498e-05,7.17498e-05
85,946.937,1.0733,0.57032,0.98843,0.63796,0.37028,0.3697,0.2158,1.2042,0.70397,1.0134,6.47464e-05,6.47464e-05,6.47464e-05
86,957.634,1.08014,0.57587,0.99817,0.588,0.37747,0.36334,0.21254,1.20431,0.70348,1.01259,5.81322e-05,5.81322e-05,5.81322e-05
87,968.588,1.07722,0.57769,0.9958,0.59392,0.36689,0.36465,0.21196,1.20628,0.70036,1.01431,5.19135e-05,5.19135e-05,5.19135e-05
88,979.384,1.05614,0.5601,0.99072,0.56656,0.37924,0.36675,0.21357,1.20421,0.70287,1.01512,4.60967e-05,4.60967e-05,4.60967e-05
89,990.165,1.06638,0.56531,0.99571,0.64073,0.34849,0.36716,0.21506,1.20621,0.70446,1.01381,4.06874e-05,4.06874e-05,4.06874e-05
